player_id,player,img_url,born,birth_place,height,role,bat_style,bowl_style
1672,Arun Karthik,/a/img/v1/152x152/i1/c182026/arun-karthik.jpg," Feb 15, 1986 (35 years) "," Walajapet, Tamil Nadu ", -- , Batsman , Right Handed Bat , Right-arm legbreak 
1687,Amjad Khan,/a/img/v1/152x152/i1/c156730/amjad-khan.jpg," Oct 14, 1980 (41 years) ", Copenhagen , 6 ft 0 in , Bowler , Right Handed Bat , Right-arm fast-medium 
1688,Tim McIntosh,/a/img/v1/152x152/i1/c182026/tim-mcintosh.jpg," Dec 04, 1979 (41 years) ", Auckland , -- , -- , Left Handed Bat , New Zealand 
1689,Lonwabo Tsotsobe,/a/img/v1/152x152/i1/c157441/lonwabo-tsotsobe.jpg," Mar 07, 1984 (37 years) ", Port Elizabeth , -- , Bowler , Right Handed Bat , Left-arm fast-medium 
1690,Ewen Thompson,/a/img/v1/152x152/i1/c182026/ewen-thompson.jpg," Dec 17, 1979 (41 years) "," Warkworth, Auckland ", -- , Bowler , Left Handed Bat , Left-arm fast-medium 
1691,Vaughn van Jaarsveld,/a/img/v1/152x152/i1/c182026/vaughn-van-jaarsveld.jpg," Feb 02, 1985 (36 years) "," Johannesburg, Transvaal ", -- , Bowler , Left Handed Bat , Right-arm medium 
1692,Wayne Parnell,/a/img/v1/152x152/i1/c154609/wayne-parnell.jpg," Jul 30, 1989 (32 years) "," Port Elizabeth, Cape Province ", -- , Bowling Allrounder , Left Handed Bat , Left-arm fast-medium 
1696,Ankeet Chavan,/a/img/v1/152x152/i1/c182026/ankeet-chavan.jpg," Oct 28, 1985 (35 years) ", -- , -- , Bowling Allrounder , Left Handed Bat , Left-arm orthodox 
1700,Rohan Raje,/a/img/v1/152x152/i1/c182026/rohan-raje.jpg," Sep 03, 1986 (35 years) ", -- , -- , Batting Allrounder , Right Handed Bat , Right-arm fast-medium 
1715,Palani Amarnath,/a/img/v1/152x152/i1/c182026/palani-amarnath.jpg," Jun 01, 1982 (39 years) ", -- , -- , Bowler , Right Handed Bat ," Tamil Nadu, Chennai Super Kings, Madurai Panthers "
1719,Yo Mahesh,/a/img/v1/152x152/i1/c182026/yo-mahesh.jpg," Dec 21, 1987 (33 years) ", -- , -- , Bowling Allrounder , Right Handed Bat ," Delhi Capitals, Chennai Super Kings, Tamil Nadu, South Zone, Chepauk Super Gillies, Karaikudi Kaalai "
1720,Abhinav Mukund,/a/img/v1/152x152/i1/c155141/abhinav-mukund.jpg," Jan 06, 1990 (31 years) "," Madras (now Chennai), Tamil Nadu ", -- , Batsman , Left Handed Bat ," Board Presidents XI, India, Chennai Super Kings, India Red, Tamil Nadu, India A, South Zone, Royal Challengers Bangalore, TUTI Patriots, Rest of India, Lyca Kovai Kings, India C "
1726,Bhuvneshwar Kumar,/a/img/v1/152x152/i1/c170689/bhuvneshwar-kumar.jpg," Feb 05, 1990 (31 years) "," Meerut, Uttar Pradesh ", -- , Bowler , Right Handed Bat , Right-arm fast-medium 
1736,Rubel Hossain,/a/img/v1/152x152/i1/c170922/rubel-hossain.jpg," Jan 01, 1990 (31 years) "," Bagerhat, Khulna ", -- , Bowler , Right Handed Bat , Right-arm fast-medium 
1738,Malcolm Waller,/a/img/v1/152x152/i1/c148320/malcolm-waller.jpg," Sep 28, 1984 (37 years) ", Harare , -- , Batsman , Right Handed Bat , Right-arm offbreak 
1739,David Warner,/a/img/v1/152x152/i1/c170635/david-warner.jpg," Oct 27, 1986 (34 years) "," Paddington, New South Wales ", 1.70 m , Batsman , Left Handed Bat , Right-arm legbreak 
1740,Umar Amin,/a/img/v1/152x152/i1/c155931/umar-amin.jpg," Oct 16, 1989 (32 years) "," Rawalpindi, Punjab ", -- , Batting Allrounder , Left Handed Bat , Right-arm medium 
1741,Dale Richards,/a/img/v1/152x152/i1/c159973/dale-richards.jpg," Jul 16, 1976 (45 years) "," Isolation Road, Belleplaine, St Andrew, Barbados ", -- , -- , Right Handed Bat , Right-arm medium 
1742,Adil Rashid,/a/img/v1/152x152/i1/c170987/adil-rashid.jpg," Feb 17, 1988 (33 years) "," Bradford, Yorkshire ", 5 ft 8 in , Bowler , Right Handed Bat , Right-arm legbreak 
1744,Brendon Diamanti,/a/img/v1/152x152/i1/c151507/brendon-diamanti.jpg," Apr 30, 1981 (40 years) "," Blenheim, Marlborough ", -- , Bowler , Right Handed Bat , Right-arm fast-medium 
1745,Callum Ferguson,/a/img/v1/152x152/i1/c154837/callum-ferguson.jpg," Nov 21, 1984 (36 years) "," North Adelaide, South Australia ", 1.80 m , Batsman , Right Handed Bat , Right-arm medium 
1746,Indika de Saram,/a/img/v1/152x152/i1/c155159/indika-de-saram.jpg," Sep 02, 1973 (48 years) ", Matara , -- , WK-Batsman , Right Handed Bat , Right-arm offbreak 
1747,Josephat Ababu,/a/img/v1/152x152/i1/c153981/josephat-ababu.jpg," May 14, 1980 (41 years) ", Kakamega , -- , Bowler , Right Handed Bat , Right-arm fast-medium 
1749,Dwight Basden,/a/img/v1/152x152/i1/c182026/dwight-basden.jpg," Oct 28, 1972 (48 years) ", Bermuda , -- , Captain , Right Handed Bat , Bermuda 
1750,Gareth Batty,/a/img/v1/152x152/i1/c152792/gareth-batty.jpg," Oct 13, 1977 (44 years) "," Bradford, Yorkshire ", 5 ft 11 in , Bowler , Right Handed Bat , Right-arm offbreak 
1751,Atse Buurman,/a/img/v1/152x152/i1/c155451/atse-buurman.jpg," Mar 21, 1982 (39 years) ", -- , -- , WK-Batsman , Right Handed Bat , Netherlands 
1753,Haninder Dhillon,/a/img/v1/152x152/i1/c182026/haninder-dhillon.jpg," Oct 27, 1976 (44 years) "," Dehli, India ", -- , Captain , Right Handed Bat , Canada 
1754,Hasan Durham,/a/img/v1/152x152/i1/c155594/hasan-durham.jpg," Aug 14, 1971 (50 years) ", Bermuda , -- , -- , Right Handed Bat , Left-arm orthodox 
1755,Chris Foggo,/a/img/v1/152x152/i1/c182026/chris-foggo.jpg," May 07, 1982 (39 years) "," Hamilton, Bermuda ", -- , Batsman , Right Handed Bat , Bermuda 
1756,Treadwell Gibbons,/a/img/v1/152x152/i1/c182026/treadwell-gibbons.jpg," Dec 10, 1985 (35 years) ", Bermuda , -- , Batsman , Left Handed Bat , Bermuda 
1757,Stewart Heaney,/a/img/v1/152x152/i1/c182026/stewart-heaney.jpg," Oct 17, 1980 (41 years) "," Prince George, British Columbia, Canada ", -- , Batsman , Right Handed Bat , Right-arm offbreak 
1758,Nicholas Ifill,/a/img/v1/152x152/i1/c157099/nicholas-ifill.jpg," Nov 24, 1968 (52 years) "," Bridgetown, Barbados ", -- , Captain , Right Handed Bat , Right-arm medium 
1759,Jadavji Jesani,/a/img/v1/152x152/i1/c182026/jadavji-jesani.jpg," Dec 28, 1981 (39 years) "," Baladia Bhuj Kutch, India ", -- , WK-Batsman , Right Handed Bat , Right-arm offbreak 
1760,Maurits Jonkman,/a/img/v1/152x152/i1/c155431/maurits-jonkman.jpg," Mar 20, 1986 (35 years) ", The Hague , -- , Bowler , Right Handed Bat , Right-arm medium 
1762,Chris Lonsdale,/a/img/v1/152x152/i1/c182026/chris-lonsdale.jpg," Sep 15, 1987 (34 years) ", Bermuda , -- , Bowler , Right Handed Bat , Right-arm offbreak 
1763,Neil MacRae,/a/img/v1/152x152/i1/c182026/neil-macrae.jpg," Mar 25, 1972 (49 years) "," Liverpool, Lancashire, England ", -- , Bowler , Right Handed Bat , Scotland 
1764,Don Maxwell,/a/img/v1/152x152/i1/c157053/don-maxwell.jpg," Feb 23, 1971 (50 years) "," Bridgetown, Barbados ", -- , Captain , Right Handed Bat , Right-arm fast-medium 
1766,Mohammad Qazi,/a/img/v1/152x152/i1/c182026/mohammad-qazi.jpg," Apr 23, 1984 (37 years) "," Risalpur, Pakistan ", -- , Batsman , Right Handed Bat , Canada 
1767,Daniel Morgan,/a/img/v1/152x152/i1/c182026/daniel-morgan.jpg," Feb 13, 1974 (47 years) "," Chelmsford, Essex, England ", -- , Captain , Right Handed Bat , Bermuda 
1769,Mangesh Panchal,/a/img/v1/152x152/i1/c182026/mangesh-panchal.jpg," Dec 27, 1973 (47 years) "," Bombay (now Mumbai), Maharashtra, India ", -- , Captain , Right Handed Bat , Right-arm legbreak 
1771,Brijal Patel,/a/img/v1/152x152/i1/c153967/brijal-patel.jpg," Nov 14, 1977 (43 years) ", Nairobi , -- , Captain , Right Handed Bat , Left-arm orthodox 
1772,Kalpesh Patel,/a/img/v1/152x152/i1/c182026/kalpesh-patel.jpg," Jul 18, 1985 (36 years) ", Nairobi , -- , Bowler , Right Handed Bat , Right-arm medium 
1773,Arthur Pitcher,/a/img/v1/152x152/i1/c155477/arthur-pitcher.jpg," Nov 20, 1981 (39 years) ", Bermuda , -- , Bowler , Right Handed Bat , Right-arm fast-medium 
1774,Rizwan Ahmed,/a/img/v1/152x152/i1/c182026/rizwan-ahmed.jpg," Oct 01, 1978 (43 years) "," Hyderabad, Sind ", -- , Captain , Right Handed Bat , Right-arm legbreak 
1775,Jacobi Robinson,/a/img/v1/152x152/i1/c155486/jacobi-robinson.jpg," Dec 31, 1984 (36 years) ", Bermuda , -- , Bowler , Right Handed Bat , Right-arm fast-medium 
1776,Jelte Schoonheim,/a/img/v1/152x152/i1/c182026/jelte-schoonheim.jpg," Nov 16, 1981 (39 years) "," Rotterdam, Netherlands ", -- , Batsman , Right Handed Bat , Right-arm medium 
1777,Surendra Seeraj,/a/img/v1/152x152/i1/c182026/surendra-seeraj.jpg," Sep 07, 1973 (48 years) "," Guelph, Ontario, Canada ", -- , WK-Batsman , Right Handed Bat , Canada 
1778,Shahzad Khan,/a/img/v1/152x152/i1/c182026/shahzad-khan.jpg," Feb 20, 1981 (40 years) "," Khota, Pakistan ", -- , Batsman , Right Handed Bat , Right-arm fast-medium 
1779,McLaren Smith,/a/img/v1/152x152/i1/c182026/mclaren-smith.jpg," Aug 31, 1991 (30 years) ", -- , -- , Bowler , Right Handed Bat , Right-arm fast-medium 
1780,Ian Stanger,/a/img/v1/152x152/i1/c151705/ian-stanger.jpg," Oct 05, 1971 (50 years) "," Glasgow, Lanarkshire ", -- , Bowler , Right Handed Bat , Right-arm medium 
1781,Martin Suji,/a/img/v1/152x152/i1/c153966/martin-suji.jpg," Jun 02, 1971 (50 years) ", Nairobi , -- , Batsman , Right Handed Bat , Right-arm fast-medium 
1782,Sanjayan Thuraisingam,/a/img/v1/152x152/i1/c156272/sanjayan-thuraisingam.jpg," Sep 11, 1969 (52 years) ", Colombo , -- , Captain , Right Handed Bat , Right-arm fast-medium 
1783,Maurits van Nierop,/a/img/v1/152x152/i1/c155961/maurits-van-nierop.jpg," May 11, 1983 "," Sep 24, 2008 (25 years) "," Cape Town, Cape Province, South Africa ", -- , Batsman , Right Handed Bat 
1784,Steven Welsh,/a/img/v1/152x152/i1/c182026/steven-welsh.jpg," Mar 16, 1974 (47 years) ", Australia , -- , Captain , Right Handed Bat , Right-arm fast-medium 
1785,Suranga Lakmal,/a/img/v1/152x152/i1/c170726/suranga-lakmal.jpg," Mar 10, 1987 (34 years) ", -- , -- , Bowler , Right Handed Bat , Right-arm medium 
1786,Tharanga Paranavitana,/a/img/v1/152x152/i1/c155861/tharanga-paranavitana.jpg," Apr 15, 1982 (39 years) ", Kegalle , -- , Batting Allrounder , Left Handed Bat , Right-arm offbreak 
1787,Ahmed Shehzad,/a/img/v1/152x152/i1/c156794/ahmed-shehzad.jpg," Nov 23, 1991 (29 years) "," Lahore, Punjab ", -- , Batsman , Right Handed Bat , Right-arm legbreak 
1788,Mohammad Talha,/a/img/v1/152x152/i1/c156771/mohammad-talha.jpg," Oct 15, 1988 (33 years) "," Faisalabad, Punjab ", -- , Bowler , Right Handed Bat , Right-arm fast-medium 
1789,Ian Butler,/a/img/v1/152x152/i1/c156009/ian-butler.jpg," Nov 24, 1981 (39 years) "," Middlemore, Auckland ", -- , Bowler , Right Handed Bat , Right-arm fast 
1790,Aditya Angle,/a/img/v1/152x152/i1/c182026/aditya-angle.jpg," Nov 02, 1983 (37 years) ", -- , -- , Bowler , Right Handed Bat , Rajasthan Royals 
1791,Lesley Stokkers,/a/img/v1/152x152/i1/c182026/lesley-stokkers.jpg," Nov 01, 1987 (33 years) ", Netherlands , -- , Batsman , Right Handed Bat , Netherlands 
1793,Taruwar Kohli,/a/img/v1/152x152/i1/c153936/taruwar-kohli.jpg," Dec 17, 1988 (32 years) ", -- , -- , Batting Allrounder , Right Handed Bat , Right-arm medium 
1794,Darren Lehmann,/a/img/v1/152x152/i1/c151552/darren-lehmann.jpg," Feb 05, 1970 (51 years) "," Gawler, South Australia ", 1.76 m , Batting Allrounder , Left Handed Bat , Left-arm orthodox 
1795,Parag More,/a/img/v1/152x152/i1/c182026/parag-more.jpg," Jun 08, 1985 (36 years) "," Pune, Maharashtra ", -- , Batting Allrounder , Right Handed Bat , Right-arm offbreak 
1796,Niraj Patel,/a/img/v1/152x152/i1/c182026/niraj-patel.jpg," Mar 26, 1981 (40 years) ", -- , -- , Batting Allrounder , Right Handed Bat ," Gujarat, Assam, Rajasthan Royals "
1797,Mahesh Rawat,/a/img/v1/152x152/i1/c182026/mahesh-rawat.jpg," Oct 25, 1985 (35 years) ", Faridabad , -- , WK-Batsman , Right Handed Bat ," Rajasthan Royals, Central Zone, Railways, Pune Warriors "
1799,Dinesh Salunkhe,/a/img/v1/152x152/i1/c182026/dinesh-salunkhe.jpg," Nov 12, 1982 (38 years) ", -- , -- , Batting Allrounder , Right Handed Bat , Rajasthan Royals 
1800,Yogesh Nagar,/a/img/v1/152x152/i1/c182026/yogesh-nagar.jpg," Jan 06, 1990 (31 years) ", -- , -- , Batting Allrounder , Right Handed Bat ," Delhi Capitals, India, Delhi, Meghalaya "
1801,Tejashwi Yadav,/a/img/v1/152x152/i1/c182026/tejashwi-yadav.jpg," Nov 09, 1989 (31 years) ", -- , -- , Batsman , Right Handed Bat , Delhi Capitals 
1802,Neravanda Aiyappa,/a/img/v1/152x152/i1/c182026/neravanda-aiyappa.jpg," Oct 19, 1979 (42 years) ", -- , -- , Bowler , Right Handed Bat , Right-arm fast-medium 
1803,Balachandra Akhil,/a/img/v1/152x152/i1/c182026/balachandra-akhil.jpg," Oct 07, 1977 (44 years) ", -- , -- , Batting Allrounder , Right Handed Bat , Right-arm medium 
1804,KP Appanna,/a/img/v1/152x152/i1/c182026/kp-appanna.jpg," Dec 20, 1988 (32 years) ", -- , -- , Bowler , Right Handed Bat , Left-arm orthodox 
1805,Jagadeesh Arunkumar,/a/img/v1/152x152/i1/c182026/jagadeesh-arunkumar.jpg," Jan 18, 1975 (46 years) ", -- , -- , Batting Allrounder , Right Handed Bat , Royal Challengers Bangalore 
1806,Bharath Chipli,/a/img/v1/152x152/i1/c182026/bharath-chipli.jpg," Jan 27, 1983 (38 years) ", -- , -- , Batsman , Right Handed Bat ," Deccan Chargers, Sunrisers Hyderabad, Delhi Capitals, Royal Challengers Bangalore, Bellary Tuskers, Bijapur Bulls "
1807,Shreevats Goswami,/a/img/v1/152x152/i1/c155138/shreevats-goswami.jpg," May 18, 1989 (32 years) "," Calcutta (now Kolkata), Bengal ", -- , WK-Batsman , Left Handed Bat ," Royal Challengers Bangalore, Kolkata Knight Riders, Rajasthan Royals, Bengal, East Zone, India Red, India B, Indian Board Presidents XI, India A, Sunrisers Hyderabad "
1808,Sunil Joshi,/a/img/v1/152x152/i1/c155254/sunil-joshi.jpg," Jun 06, 1970 (51 years) "," Gadag, Karnataka ", -- , -- , Left Handed Bat , Left-arm orthodox 
1809,Devraj Patil,/a/img/v1/152x152/i1/c182026/devraj-patil.jpg," Dec 06, 1984 (36 years) ", -- , -- , WK-Batsman , Right Handed Bat ," Royal Challengers Bangalore, Bellary Tuskers "
1810,Srikkanth Anirudha,/a/img/v1/152x152/i1/c182026/srikkanth-anirudha.jpg," Apr 14, 1987 (34 years) "," Madras (now Chennai), Tamil Nadu ", -- , Batsman , Right Handed Bat ," Chennai Super Kings, India Green, India B, Tamil Nadu, Sunrisers Hyderabad, Karaikudi Kaalai, Ruby Trichy Warriors "
1812,Shadab Jakati,/a/img/v1/152x152/i1/c182026/shadab-jakati.jpg," Nov 27, 1980 (40 years) ", -- , -- , Bowler , Left Handed Bat , Left-arm orthodox 
1814,Sanjay Bangar,/a/img/v1/152x152/i1/c179929/sanjay-bangar.jpg," Oct 11, 1972 (49 years) "," Bid, Maharashtra ", -- , Batting Allrounder , Right Handed Bat , Right-arm fast-medium 
1815,Halhadar Das,/a/img/v1/152x152/i1/c182026/halhadar-das.jpg," Dec 10, 1986 (34 years) ", -- , -- , WK-Batsman , Right Handed Bat ," Odisha, Deccan Chargers "
1816,Doddapaneni Kalyankrishna,/a/img/v1/152x152/i1/c182026/doddapaneni-kalyankrishna.jpg," Dec 16, 1983 (37 years) ", -- , -- , Batting Allrounder , Right Handed Bat , Deccan Chargers 
1817,Sarvesh Kumar,/a/img/v1/152x152/i1/c182026/sarvesh-kumar.jpg," Apr 26, 1989 (32 years) ", -- , -- , Bowling Allrounder , Right Handed Bat , Deccan Chargers 
1818,Paidikalva Vijaykumar,/a/img/v1/152x152/i1/c182026/paidikalva-vijaykumar.jpg," Oct 20, 1986 (34 years) ", -- , -- , Bowler , Right Handed Bat ," Andhra, Deccan Chargers "
1820,Pankaj Dharmani,/a/img/v1/152x152/i1/c182026/pankaj-dharmani.jpg," Sep 27, 1974 (47 years) ", Delhi , -- , Batting Allrounder , Right Handed Bat ," India, Punjab Kings "
1822,Gagandeep Singh,/a/img/v1/152x152/i1/c182026/gagandeep-singh.jpg," Oct 03, 1981 (40 years) ", -- , -- , Batting Allrounder , Right Handed Bat ," Baroda, Punjab Kings "
1823,Karan Goel,/a/img/v1/152x152/i1/c182026/karan-goel.jpg," Dec 24, 1986 (34 years) ", -- , -- , Batting Allrounder , Right Handed Bat ," Punjab Kings, Punjab "
1824,Uday Kaul,/a/img/v1/152x152/i1/c152619/uday-kaul.jpg," Dec 02, 1987 (33 years) ", -- , -- , WK-Batsman , Left Handed Bat ," North Zone, Punjab, India A, Punjab Kings, Kurukshetra Tigers, Chandigarh "
1825,Wilkin Mota,/a/img/v1/152x152/i1/c182026/wilkin-mota.jpg," Sep 20, 1981 (40 years) ", -- , -- , Batting Allrounder , Right Handed Bat ," Mumbai, Punjab Kings "
1826,Nitin Saini,/a/img/v1/152x152/i1/c182026/nitin-saini.jpg," Oct 28, 1988 (32 years) ", Rohtak , -- , WK-Batsman , Right Handed Bat ," Punjab Kings, Haryana, North Zone, India A, India Green "
1827,Sunny Sohal,/a/img/v1/152x152/i1/c182026/sunny-sohal.jpg," Nov 10, 1987 (33 years) "," Mohali, Punjab, India ", -- , Batsman , Right Handed Bat , Right-arm legbreak 
1828,Siddarth Kaul,/a/img/v1/152x152/i1/c192649/siddarth-kaul.jpg," May 19, 1990 (31 years) "," Pathankot, Punjab ", -- , Bowler , Right Handed Bat , Right-arm fast-medium 
1829,Debabrata Das,/a/img/v1/152x152/i1/c182026/debabrata-das.jpg," Sep 22, 1986 (35 years) ", -- , -- , Batsman , Right Handed Bat , Right-arm legbreak 
1830,Iqbal Abdulla,/a/img/v1/152x152/i1/c182026/iqbal-abdulla.jpg," Dec 02, 1989 (31 years) ", Azamgarh , -- , Bowler , Left Handed Bat , Left-arm orthodox 
1832,Yashpal Singh,/a/img/v1/152x152/i1/c182026/yashpal-singh.jpg," Nov 27, 1981 (39 years) ", Delhi , -- , Batting Allrounder , Right Handed Bat , Right-arm medium 
1833,Siddharth Chitnis,/a/img/v1/152x152/i1/c182026/siddharth-chitnis.jpg," May 06, 1987 (34 years) ", -- , -- , Batsman , Right Handed Bat , Right-arm offbreak 
1835,Musavir Khote,/a/img/v1/152x152/i1/c182026/musavir-khote.jpg," Apr 22, 1980 (41 years) ", -- , -- , Batting Allrounder , Right Handed Bat , Mumbai Indians 
1836,Manish Pandey,/a/img/v1/152x152/i1/c171022/manish-pandey.jpg," Sep 10, 1989 (32 years) "," Nainital, Uttaranchal ", -- , Batsman , Right Handed Bat , Right-arm medium 
1837,Pinal Shah,/a/img/v1/152x152/i1/c182026/pinal-shah.jpg," Nov 03, 1987 (33 years) ", -- , -- , WK-Batsman , Right Handed Bat ," Baroda, Rajasthan Royals, Mumbai Indians "
1839,Dominic Thornely,/a/img/v1/152x152/i1/c182026/dominic-thornely.jpg," Oct 01, 1978 (43 years) ", -- , -- , Batting Allrounder , Right Handed Bat ," Sydney Sixers, Mumbai Indians "
1840,Vikrant Yeligati,/a/img/v1/152x152/i1/c182026/vikrant-yeligati.jpg," Apr 23, 1985 (36 years) ", -- , -- , Batting Allrounder , Right Handed Bat , Mumbai Indians 
1841,Steven Davies,/a/img/v1/152x152/i1/c182026/steven-davies.jpg," Jun 17, 1986 (35 years) "," Bromsgrove, Worcestershire ", 5 ft 11 in , WK-Batsman , Left Handed Bat ," England, England Lions, Surrey, Somerset "
1842,Ben Laughlin,/a/img/v1/152x152/i1/c154685/ben-laughlin.jpg," Oct 03, 1982 (39 years) "," Box Hill, Victoria ", -- , Bowler , Right Handed Bat , Right-arm fast-medium 
1843,Dillon du Preez,/a/img/v1/152x152/i1/c182026/dillon-du-preez.jpg," Nov 08, 1981 (39 years) "," Port Elizabeth, Cape Province ", -- , Batting Allrounder , Right Handed Bat , Right-arm fast-medium 
1844,Karn Sharma,/a/img/v1/152x152/i1/c156292/karn-sharma.jpg," Oct 23, 1987 (33 years) "," Meerut, Uttar Pradesh ", -- , Bowler , Left Handed Bat , Right-arm legbreak 
1846,Tinu Yohannan,/a/img/v1/152x152/i1/c151863/tinu-yohannan.jpg," Feb 18, 1979 (42 years) "," Quilon (now Kollam), Kerala ", -- , Bowler , Right Handed Bat , Right-arm fast-medium 
1849,Abhimanyu Mithun,/a/img/v1/152x152/i1/c182026/abhimanyu-mithun.jpg," Oct 25, 1989 (31 years) ", Bangalore , -- , Bowler , Right Handed Bat , Right-arm medium 
1850,Sreenath Aravind,/a/img/v1/152x152/i1/c182026/sreenath-aravind.jpg," Apr 08, 1984 (37 years) "," Bangalore, Karnataka ", -- , Bowler , Left Handed Bat , Left-arm fast-medium 
1851,Kedar Jadhav,/a/img/v1/152x152/i1/c170669/kedar-jadhav.jpg," Mar 26, 1985 (36 years) "," Pune, Maharashtra ", -- , Batting Allrounder , Right Handed Bat , Right-arm offbreak 
1852,CM Gautam,/a/img/v1/152x152/i1/c182026/cm-gautam.jpg," Mar 08, 1986 (35 years) "," Bangalore, Karnataka ", -- , WK-Batsman , Right Handed Bat ," Karnataka, Davangere Diamonds, Royal Challengers Bangalore, India Green, South Zone, India A, East Zone, Mumbai Indians, Delhi Capitals, Mysuru Warriors, Mangalore United, Bellary Tuskers, Goa "
1853,Raju Bhatkal,/a/img/v1/152x152/i1/c182026/raju-bhatkal.jpg," Sep 01, 1985 (36 years) ", -- , -- , Batting Allrounder , Right Handed Bat , Right-arm medium 
1854,Rajesh Bishnoi,/a/img/v1/152x152/i1/c182026/rajesh-bishnoi.jpg," Oct 08, 1987 (34 years) ", -- , -- , Batsman , Right Handed Bat ," Rajasthan, Royal Challengers Bangalore "
1855,Ishank Jaggi,/a/img/v1/152x152/i1/c182026/ishank-jaggi.jpg," Jan 27, 1989 (32 years) ", Bacheli , -- , Batsman , Right Handed Bat , Right-arm legbreak 
1857,Aavishkar Salvi,/a/img/v1/152x152/i1/c182026/aavishkar-salvi.jpg," Oct 20, 1981 (39 years) "," Bombay (now Mumbai), Maharashtra ", -- , Bowler , Right Handed Bat , Right-arm medium 
1858,Umesh Yadav,/a/img/v1/152x152/i1/c153874/umesh-yadav.jpg," Oct 25, 1987 (33 years) "," Nagpur, Maharashtra ", -- , Bowler , Right Handed Bat , Right-arm fast 
1859,Lee Carseldine,/a/img/v1/152x152/i1/c182026/lee-carseldine.jpg," Nov 17, 1975 (45 years) ", -- , -- , Batting Allrounder , Right Handed Bat ," Adelaide Strikers, Rajasthan Royals "
1860,Paras Dogra,/a/img/v1/152x152/i1/c182026/paras-dogra.jpg," Nov 19, 1984 (36 years) "," Palampur, Himachal Pradesh ", -- , Batsman , Right Handed Bat , Right-arm legbreak 
1861,Amit Singh,/a/img/v1/152x152/i1/c182026/amit-singh.jpg," Jun 21, 1981 (40 years) ", -- , -- , Bowler , Right Handed Bat , Right-arm medium 
